record_id,buoy_id,Name,Date,Tz,Peak Direction,Tpeak,Wave Height,Temperature,Spread,Operations,Seastate,Quadrant
212,14,SW Isles of Scilly WaveNet Site,04/01/2018 00:00,10,NaN,NaN,6.53,NaN,NaN,no go,swell,unknown
213,14,SW Isles of Scilly WaveNet Site,04/01/2018 00:30,10,NaN,NaN,6.92,NaN,NaN,no go,swell,unknown
214,14,SW Isles of Scilly WaveNet Site,04/01/2018 01:00,9.8,NaN,NaN,6.96,NaN,NaN,no go,swell,unknown
215,14,SW Isles of Scilly WaveNet Site,04/01/2018 01:30,9.5,NaN,NaN,7.05,NaN,NaN,no go,swell,unknown
216,14,SW Isles of Scilly WaveNet Site,04/01/2018 02:00,9.3,NaN,NaN,6.9,NaN,NaN,no go,swell,unknown
217,14,SW Isles of Scilly WaveNet Site,04/01/2018 02:30,8.7,NaN,NaN,6.3,NaN,NaN,no go,swell,unknown
218,14,SW Isles of Scilly WaveNet Site,04/01/2018 03:00,8.9,NaN,NaN,6.61,NaN,NaN,no go,swell,unknown
219,14,SW Isles of Scilly WaveNet Site,04/01/2018 03:30,8.7,NaN,NaN,6.73,NaN,NaN,no go,swell,unknown
220,14,SW Isles of Scilly WaveNet Site,04/01/2018 04:00,9.1,NaN,NaN,6.86,NaN,NaN,no go,swell,unknown
221,14,SW Isles of Scilly WaveNet Site,04/01/2018 04:30,8.7,NaN,NaN,7.15,NaN,NaN,no go,swell,unknown
222,14,SW Isles of Scilly WaveNet Site,04/01/2018 05:00,9.1,NaN,NaN,7.25,NaN,NaN,no go,swell,unknown
223,14,SW Isles of Scilly WaveNet Site,04/01/2018 05:30,8.7,NaN,NaN,6.64,NaN,NaN,no go,swell,unknown
224,14,SW Isles of Scilly WaveNet Site,04/01/2018 06:00,9.1,NaN,NaN,7.49,NaN,NaN,no go,swell,unknown
225,14,SW Isles of Scilly WaveNet Site,04/01/2018 06:30,9.1,NaN,NaN,7.08,NaN,NaN,no go,swell,unknown
226,14,SW Isles of Scilly WaveNet Site,04/01/2018 07:00,8.9,NaN,NaN,6.3,NaN,NaN,no go,swell,unknown
227,14,SW Isles of Scilly WaveNet Site,04/01/2018 07:30,8.9,NaN,NaN,6.59,NaN,NaN,no go,swell,unknown
228,14,SW Isles of Scilly WaveNet Site,04/01/2018 08:00,8.5,NaN,NaN,6.02,NaN,NaN,no go,swell,unknown
229,14,SW Isles of Scilly WaveNet Site,04/01/2018 08:30,9.1,NaN,NaN,6.45,NaN,NaN,no go,swell,unknown
230,14,SW Isles of Scilly WaveNet Site,04/01/2018 09:00,8.7,NaN,NaN,6.74,NaN,NaN,no go,swell,unknown
231,14,SW Isles of Scilly WaveNet Site,04/01/2018 09:30,8.9,NaN,NaN,6.17,NaN,NaN,no go,swell,unknown
232,14,SW Isles of Scilly WaveNet Site,04/01/2018 10:00,8.7,NaN,NaN,5.79,NaN,NaN,no go,swell,unknown
233,14,SW Isles of Scilly WaveNet Site,04/01/2018 10:30,8.9,NaN,NaN,6.06,NaN,NaN,no go,swell,unknown
234,14,SW Isles of Scilly WaveNet Site,04/01/2018 11:00,9.3,NaN,NaN,6.66,NaN,NaN,no go,swell,unknown
235,14,SW Isles of Scilly WaveNet Site,04/01/2018 11:30,9.3,NaN,NaN,6.71,NaN,NaN,no go,swell,unknown
236,14,SW Isles of Scilly WaveNet Site,04/01/2018 12:00,9.1,NaN,NaN,6.01,NaN,NaN,no go,swell,unknown
237,14,SW Isles of Scilly WaveNet Site,04/01/2018 12:30,8.9,NaN,NaN,5.98,NaN,NaN,no go,swell,unknown
238,14,SW Isles of Scilly WaveNet Site,04/01/2018 13:00,9.5,NaN,NaN,6.63,NaN,NaN,no go,swell,unknown
239,14,SW Isles of Scilly WaveNet Site,04/01/2018 13:30,8.7,NaN,NaN,5.66,NaN,NaN,no go,swell,unknown
240,14,SW Isles of Scilly WaveNet Site,04/01/2018 14:00,9.1,NaN,NaN,6.03,NaN,NaN,no go,swell,unknown
241,14,SW Isles of Scilly WaveNet Site,04/01/2018 14:30,9.5,NaN,NaN,6.54,NaN,NaN,no go,swell,unknown
242,14,SW Isles of Scilly WaveNet Site,04/01/2018 15:00,9.1,NaN,NaN,6.12,NaN,NaN,no go,swell,unknown
243,14,SW Isles of Scilly WaveNet Site,04/01/2018 15:30,8.9,NaN,NaN,6.08,NaN,NaN,no go,swell,unknown
244,14,SW Isles of Scilly WaveNet Site,04/01/2018 16:00,8.9,NaN,NaN,6.15,NaN,NaN,no go,swell,unknown
245,14,SW Isles of Scilly WaveNet Site,04/01/2018 16:30,9.1,NaN,NaN,6.33,NaN,NaN,no go,swell,unknown
246,14,SW Isles of Scilly WaveNet Site,04/01/2018 17:00,8.3,NaN,NaN,5.8,NaN,NaN,no go,swell,unknown
247,14,SW Isles of Scilly WaveNet Site,04/01/2018 17:30,8.3,NaN,NaN,5.73,NaN,NaN,no go,swell,unknown
248,14,SW Isles of Scilly WaveNet Site,04/01/2018 18:00,8.2,NaN,NaN,5.87,NaN,NaN,no go,swell,unknown
249,14,SW Isles of Scilly WaveNet Site,04/01/2018 18:30,8,NaN,NaN,5.67,NaN,NaN,no go,swell,unknown
250,14,SW Isles of Scilly WaveNet Site,04/01/2018 19:00,8.5,NaN,NaN,6.25,NaN,NaN,no go,swell,unknown
251,14,SW Isles of Scilly WaveNet Site,04/01/2018 19:30,8.7,NaN,NaN,6.39,NaN,NaN,no go,swell,unknown
252,14,SW Isles of Scilly WaveNet Site,04/01/2018 20:00,8.3,NaN,NaN,5.9,NaN,NaN,no go,swell,unknown
253,14,SW Isles of Scilly WaveNet Site,04/01/2018 20:30,8.2,NaN,NaN,5.85,NaN,NaN,no go,swell,unknown
254,14,SW Isles of Scilly WaveNet Site,04/01/2018 21:00,8.2,NaN,NaN,5.7,NaN,NaN,no go,swell,unknown
255,14,SW Isles of Scilly WaveNet Site,04/01/2018 21:30,8,NaN,NaN,5.23,NaN,NaN,no go,swell,unknown
256,14,SW Isles of Scilly WaveNet Site,04/01/2018 22:00,8.3,NaN,NaN,5.6,NaN,NaN,no go,swell,unknown
257,14,SW Isles of Scilly WaveNet Site,04/01/2018 22:30,8.7,NaN,NaN,6.18,NaN,NaN,no go,swell,unknown
258,14,SW Isles of Scilly WaveNet Site,04/01/2018 23:00,8.7,NaN,NaN,6.15,NaN,NaN,no go,swell,unknown
259,14,SW Isles of Scilly WaveNet Site,04/01/2018 23:30,8.5,NaN,NaN,5.73,NaN,NaN,no go,swell,unknown
260,14,SW Isles of Scilly WaveNet Site,05/01/2018 00:00,9.1,NaN,NaN,5.95,NaN,NaN,no go,swell,unknown
261,14,SW Isles of Scilly WaveNet Site,05/01/2018 00:30,8.5,NaN,NaN,5.82,NaN,NaN,no go,swell,unknown
262,14,SW Isles of Scilly WaveNet Site,05/01/2018 01:00,8.3,NaN,NaN,5.75,NaN,NaN,no go,swell,unknown
263,14,SW Isles of Scilly WaveNet Site,05/01/2018 01:30,8.2,NaN,NaN,5.31,NaN,NaN,no go,swell,unknown
264,14,SW Isles of Scilly WaveNet Site,05/01/2018 02:00,8.3,NaN,NaN,6.07,NaN,NaN,no go,swell,unknown
265,14,SW Isles of Scilly WaveNet Site,05/01/2018 02:30,8.3,NaN,NaN,5.94,NaN,NaN,no go,swell,unknown
266,14,SW Isles of Scilly WaveNet Site,05/01/2018 03:00,8.5,NaN,NaN,6.25,NaN,NaN,no go,swell,unknown
267,14,SW Isles of Scilly WaveNet Site,05/01/2018 03:30,8.2,NaN,NaN,5.69,NaN,NaN,no go,swell,unknown
268,14,SW Isles of Scilly WaveNet Site,05/01/2018 04:00,8.2,NaN,NaN,5.67,NaN,NaN,no go,swell,unknown
269,14,SW Isles of Scilly WaveNet Site,05/01/2018 04:30,8.2,NaN,NaN,5.63,NaN,NaN,no go,swell,unknown
270,14,SW Isles of Scilly WaveNet Site,05/01/2018 05:00,9.1,NaN,NaN,6.69,NaN,NaN,no go,swell,unknown
271,14,SW Isles of Scilly WaveNet Site,05/01/2018 05:30,8.2,NaN,NaN,5.49,NaN,NaN,no go,swell,unknown
272,14,SW Isles of Scilly WaveNet Site,05/01/2018 06:00,8,NaN,NaN,5.51,NaN,NaN,no go,swell,unknown
273,14,SW Isles of Scilly WaveNet Site,05/01/2018 06:30,8.3,NaN,NaN,5.65,NaN,NaN,no go,swell,unknown
274,14,SW Isles of Scilly WaveNet Site,05/01/2018 07:00,8.3,NaN,NaN,5.87,NaN,NaN,no go,swell,unknown
275,14,SW Isles of Scilly WaveNet Site,05/01/2018 07:30,8.3,NaN,NaN,5.71,NaN,NaN,no go,swell,unknown
276,14,SW Isles of Scilly WaveNet Site,05/01/2018 08:00,8,NaN,NaN,5,NaN,NaN,no go,swell,unknown
277,14,SW Isles of Scilly WaveNet Site,05/01/2018 08:30,8.5,NaN,NaN,5.53,NaN,NaN,no go,swell,unknown
278,14,SW Isles of Scilly WaveNet Site,05/01/2018 09:00,8.7,NaN,NaN,5.45,NaN,NaN,no go,swell,unknown
279,14,SW Isles of Scilly WaveNet Site,05/01/2018 09:30,8.5,NaN,NaN,4.98,NaN,NaN,no go,swell,unknown
280,14,SW Isles of Scilly WaveNet Site,05/01/2018 10:00,8.2,NaN,NaN,4.63,NaN,NaN,no go,swell,unknown
281,14,SW Isles of Scilly WaveNet Site,05/01/2018 10:30,8.7,NaN,NaN,4.9,NaN,NaN,no go,swell,unknown
282,14,SW Isles of Scilly WaveNet Site,05/01/2018 11:00,8.9,NaN,NaN,4.92,NaN,NaN,no go,swell,unknown
283,14,SW Isles of Scilly WaveNet Site,05/01/2018 11:30,9.1,NaN,NaN,4.71,NaN,NaN,no go,swell,unknown
284,14,SW Isles of Scilly WaveNet Site,05/01/2018 12:00,8.7,NaN,NaN,4.26,NaN,NaN,no go,swell,unknown
285,14,SW Isles of Scilly WaveNet Site,05/01/2018 12:30,8.7,NaN,NaN,4.81,NaN,NaN,no go,swell,unknown
286,14,SW Isles of Scilly WaveNet Site,05/01/2018 13:00,8.7,NaN,NaN,4.72,NaN,NaN,no go,swell,unknown
287,14,SW Isles of Scilly WaveNet Site,05/01/2018 13:30,8.5,NaN,NaN,4.87,NaN,NaN,no go,swell,unknown
288,14,SW Isles of Scilly WaveNet Site,05/01/2018 14:00,8.5,NaN,NaN,4.6,NaN,NaN,no go,swell,unknown
289,14,SW Isles of Scilly WaveNet Site,05/01/2018 14:30,8.7,NaN,NaN,4.74,NaN,NaN,no go,swell,unknown
290,14,SW Isles of Scilly WaveNet Site,05/01/2018 15:00,8.9,NaN,NaN,4.71,NaN,NaN,no go,swell,unknown
291,14,SW Isles of Scilly WaveNet Site,05/01/2018 15:30,8.9,NaN,NaN,5.01,NaN,NaN,no go,swell,unknown
292,14,SW Isles of Scilly WaveNet Site,05/01/2018 16:00,9.1,NaN,NaN,4.98,NaN,NaN,no go,swell,unknown
293,14,SW Isles of Scilly WaveNet Site,05/01/2018 16:30,8.9,NaN,NaN,4.83,NaN,NaN,no go,swell,unknown
294,14,SW Isles of Scilly WaveNet Site,05/01/2018 17:00,8.2,NaN,NaN,4.57,NaN,NaN,no go,swell,unknown
295,14,SW Isles of Scilly WaveNet Site,05/01/2018 17:30,8.7,NaN,NaN,4.81,NaN,NaN,no go,swell,unknown
296,14,SW Isles of Scilly WaveNet Site,05/01/2018 18:00,8.3,NaN,NaN,4.62,NaN,NaN,no go,swell,unknown
297,14,SW Isles of Scilly WaveNet Site,05/01/2018 18:30,8.3,NaN,NaN,4.55,NaN,NaN,no go,swell,unknown
298,14,SW Isles of Scilly WaveNet Site,05/01/2018 19:00,8.7,NaN,NaN,4.71,NaN,NaN,no go,swell,unknown
299,14,SW Isles of Scilly WaveNet Site,05/01/2018 19:30,8.9,NaN,NaN,5.19,NaN,NaN,no go,swell,unknown
300,14,SW Isles of Scilly WaveNet Site,05/01/2018 20:00,8.9,NaN,NaN,4.76,NaN,NaN,no go,swell,unknown
301,14,SW Isles of Scilly WaveNet Site,05/01/2018 20:30,9.1,NaN,NaN,5.01,NaN,NaN,no go,swell,unknown
302,14,SW Isles of Scilly WaveNet Site,05/01/2018 21:00,9.5,NaN,NaN,5.16,NaN,NaN,no go,swell,unknown
303,14,SW Isles of Scilly WaveNet Site,05/01/2018 21:30,9.5,NaN,NaN,4.92,NaN,NaN,no go,swell,unknown
304,14,SW Isles of Scilly WaveNet Site,05/01/2018 22:00,10,NaN,NaN,5.03,NaN,NaN,no go,swell,unknown
305,14,SW Isles of Scilly WaveNet Site,05/01/2018 22:30,10,NaN,NaN,4.97,NaN,NaN,no go,swell,unknown
306,14,SW Isles of Scilly WaveNet Site,05/01/2018 23:00,9.3,NaN,NaN,4.25,NaN,NaN,no go,swell,unknown
307,14,SW Isles of Scilly WaveNet Site,05/01/2018 23:30,9.5,NaN,NaN,4.45,NaN,NaN,no go,swell,unknown
308,14,SW Isles of Scilly WaveNet Site,06/01/2018 00:00,10,NaN,NaN,4.41,NaN,NaN,no go,swell,unknown
309,14,SW Isles of Scilly WaveNet Site,06/01/2018 00:30,10.3,NaN,NaN,4.46,NaN,NaN,no go,swell,unknown
310,14,SW Isles of Scilly WaveNet Site,06/01/2018 01:00,10,NaN,NaN,4.21,NaN,NaN,no go,swell,unknown
311,14,SW Isles of Scilly WaveNet Site,06/01/2018 01:30,10,NaN,NaN,4.48,NaN,NaN,no go,swell,unknown
312,14,SW Isles of Scilly WaveNet Site,06/01/2018 02:00,10.3,NaN,NaN,4.44,NaN,NaN,no go,swell,unknown
313,14,SW Isles of Scilly WaveNet Site,06/01/2018 02:30,9.8,NaN,NaN,4.28,NaN,NaN,no go,swell,unknown
314,14,SW Isles of Scilly WaveNet Site,06/01/2018 03:00,9.8,NaN,NaN,4.12,NaN,NaN,no go,swell,unknown
315,14,SW Isles of Scilly WaveNet Site,06/01/2018 03:30,9.8,NaN,NaN,4.18,NaN,NaN,no go,swell,unknown
316,14,SW Isles of Scilly WaveNet Site,06/01/2018 04:00,9.5,NaN,NaN,4.15,NaN,NaN,no go,swell,unknown
317,14,SW Isles of Scilly WaveNet Site,06/01/2018 04:30,10.3,NaN,NaN,5.06,NaN,NaN,no go,swell,unknown
318,14,SW Isles of Scilly WaveNet Site,06/01/2018 05:00,10.5,NaN,NaN,5.01,NaN,NaN,no go,swell,unknown
319,14,SW Isles of Scilly WaveNet Site,06/01/2018 05:30,10.3,NaN,NaN,4.66,NaN,NaN,no go,swell,unknown
320,14,SW Isles of Scilly WaveNet Site,06/01/2018 06:00,10.5,NaN,NaN,5.09,NaN,NaN,no go,swell,unknown
321,14,SW Isles of Scilly WaveNet Site,06/01/2018 06:30,10.3,NaN,NaN,4.81,NaN,NaN,no go,swell,unknown
322,14,SW Isles of Scilly WaveNet Site,06/01/2018 07:00,10.3,NaN,NaN,4.7,NaN,NaN,no go,swell,unknown
323,14,SW Isles of Scilly WaveNet Site,06/01/2018 07:30,10.5,NaN,NaN,5.31,NaN,NaN,no go,swell,unknown
324,14,SW Isles of Scilly WaveNet Site,06/01/2018 08:00,10,NaN,NaN,5.08,NaN,NaN,no go,swell,unknown
325,14,SW Isles of Scilly WaveNet Site,06/01/2018 08:30,10.5,NaN,NaN,4.96,NaN,NaN,no go,swell,unknown
326,14,SW Isles of Scilly WaveNet Site,06/01/2018 09:00,10.3,NaN,NaN,5.22,NaN,NaN,no go,swell,unknown
327,14,SW Isles of Scilly WaveNet Site,06/01/2018 09:30,10.3,NaN,NaN,5.06,NaN,NaN,no go,swell,unknown
328,14,SW Isles of Scilly WaveNet Site,06/01/2018 10:00,10.3,NaN,NaN,4.91,NaN,NaN,no go,swell,unknown
329,14,SW Isles of Scilly WaveNet Site,06/01/2018 10:30,10.5,NaN,NaN,5.07,NaN,NaN,no go,swell,unknown
330,14,SW Isles of Scilly WaveNet Site,06/01/2018 11:00,10,NaN,NaN,4.89,NaN,NaN,no go,swell,unknown
331,14,SW Isles of Scilly WaveNet Site,06/01/2018 11:30,10.3,NaN,NaN,4.75,NaN,NaN,no go,swell,unknown
332,14,SW Isles of Scilly WaveNet Site,06/01/2018 12:00,10.8,NaN,NaN,4.81,NaN,NaN,no go,swell,unknown
333,14,SW Isles of Scilly WaveNet Site,06/01/2018 12:30,10.5,NaN,NaN,4.32,NaN,NaN,no go,swell,unknown
334,14,SW Isles of Scilly WaveNet Site,06/01/2018 13:00,9.8,NaN,NaN,3.9,NaN,NaN,survey,swell,unknown
335,14,SW Isles of Scilly WaveNet Site,06/01/2018 13:30,9.5,NaN,NaN,4.06,NaN,NaN,no go,swell,unknown
336,14,SW Isles of Scilly WaveNet Site,06/01/2018 14:00,9.3,NaN,NaN,3.72,NaN,NaN,survey,swell,unknown
337,14,SW Isles of Scilly WaveNet Site,06/01/2018 14:30,9.3,NaN,NaN,3.83,NaN,NaN,survey,swell,unknown
338,14,SW Isles of Scilly WaveNet Site,06/01/2018 15:00,8.9,NaN,NaN,3.52,NaN,NaN,survey,swell,unknown
339,14,SW Isles of Scilly WaveNet Site,06/01/2018 15:30,9.1,NaN,NaN,3.89,NaN,NaN,survey,swell,unknown
340,14,SW Isles of Scilly WaveNet Site,06/01/2018 16:00,8.3,NaN,NaN,3.41,NaN,NaN,survey,swell,unknown
341,14,SW Isles of Scilly WaveNet Site,06/01/2018 16:30,8.3,NaN,NaN,3.61,NaN,NaN,survey,swell,unknown
342,14,SW Isles of Scilly WaveNet Site,06/01/2018 17:00,8,NaN,NaN,3.42,NaN,NaN,survey,swell,unknown
343,14,SW Isles of Scilly WaveNet Site,06/01/2018 17:30,8.3,NaN,NaN,3.81,NaN,NaN,survey,swell,unknown
344,14,SW Isles of Scilly WaveNet Site,06/01/2018 18:00,8,NaN,NaN,3.52,NaN,NaN,survey,swell,unknown
345,14,SW Isles of Scilly WaveNet Site,06/01/2018 18:30,8,NaN,NaN,3.65,NaN,NaN,survey,swell,unknown
346,14,SW Isles of Scilly WaveNet Site,06/01/2018 19:00,7.8,NaN,NaN,3.5,NaN,NaN,survey,swell,unknown
347,14,SW Isles of Scilly WaveNet Site,06/01/2018 19:30,7.8,NaN,NaN,3.53,NaN,NaN,survey,swell,unknown
348,14,SW Isles of Scilly WaveNet Site,06/01/2018 20:00,7,NaN,NaN,3.24,NaN,NaN,survey,swell,unknown
349,14,SW Isles of Scilly WaveNet Site,06/01/2018 20:30,6.8,NaN,NaN,3.38,NaN,NaN,survey,swell,unknown
350,14,SW Isles of Scilly WaveNet Site,06/01/2018 21:00,7.1,NaN,NaN,3.63,NaN,NaN,survey,swell,unknown
351,14,SW Isles of Scilly WaveNet Site,06/01/2018 21:30,6.8,NaN,NaN,3.64,NaN,NaN,survey,swell,unknown
352,14,SW Isles of Scilly WaveNet Site,06/01/2018 22:00,6.6,NaN,NaN,3.6,NaN,NaN,survey,swell,unknown
353,14,SW Isles of Scilly WaveNet Site,06/01/2018 22:30,6.8,NaN,NaN,3.68,NaN,NaN,survey,swell,unknown
354,14,SW Isles of Scilly WaveNet Site,06/01/2018 23:00,6.3,NaN,NaN,3.57,NaN,NaN,survey,swell,unknown
355,14,SW Isles of Scilly WaveNet Site,06/01/2018 23:30,6.3,NaN,NaN,3.65,NaN,NaN,survey,swell,unknown
356,14,SW Isles of Scilly WaveNet Site,07/01/2018 00:00,6.3,NaN,NaN,3.61,NaN,NaN,survey,swell,unknown
357,14,SW Isles of Scilly WaveNet Site,07/01/2018 00:30,6.2,NaN,NaN,3.62,NaN,NaN,survey,swell,unknown
358,14,SW Isles of Scilly WaveNet Site,07/01/2018 01:00,6.3,NaN,NaN,3.78,NaN,NaN,survey,swell,unknown
359,14,SW Isles of Scilly WaveNet Site,07/01/2018 01:30,6.6,NaN,NaN,3.83,NaN,NaN,survey,swell,unknown
360,14,SW Isles of Scilly WaveNet Site,07/01/2018 02:00,6.1,NaN,NaN,3.58,NaN,NaN,survey,swell,unknown
361,14,SW Isles of Scilly WaveNet Site,07/01/2018 02:30,6.3,NaN,NaN,3.57,NaN,NaN,survey,swell,unknown
362,14,SW Isles of Scilly WaveNet Site,07/01/2018 03:00,6.3,NaN,NaN,3.7,NaN,NaN,survey,swell,unknown
363,14,SW Isles of Scilly WaveNet Site,07/01/2018 03:30,6.6,NaN,NaN,3.8,NaN,NaN,survey,swell,unknown
364,14,SW Isles of Scilly WaveNet Site,07/01/2018 04:00,6.7,NaN,NaN,3.93,NaN,NaN,survey,swell,unknown
365,14,SW Isles of Scilly WaveNet Site,07/01/2018 04:30,6.5,NaN,NaN,3.6,NaN,NaN,survey,swell,unknown
366,14,SW Isles of Scilly WaveNet Site,07/01/2018 05:00,6.8,NaN,NaN,3.9,NaN,NaN,survey,swell,unknown
367,14,SW Isles of Scilly WaveNet Site,07/01/2018 05:30,6.9,NaN,NaN,3.95,NaN,NaN,survey,swell,unknown
368,14,SW Isles of Scilly WaveNet Site,07/01/2018 06:00,6.8,NaN,NaN,3.98,NaN,NaN,survey,swell,unknown
369,14,SW Isles of Scilly WaveNet Site,07/01/2018 06:30,6.7,NaN,NaN,3.87,NaN,NaN,survey,swell,unknown
370,14,SW Isles of Scilly WaveNet Site,07/01/2018 07:00,6.6,NaN,NaN,3.48,NaN,NaN,survey,swell,unknown
371,14,SW Isles of Scilly WaveNet Site,07/01/2018 07:30,6.6,NaN,NaN,3.68,NaN,NaN,survey,swell,unknown
372,14,SW Isles of Scilly WaveNet Site,07/01/2018 08:00,6.7,NaN,NaN,3.81,NaN,NaN,survey,swell,unknown
373,14,SW Isles of Scilly WaveNet Site,07/01/2018 08:30,6.5,NaN,NaN,3.77,NaN,NaN,survey,swell,unknown
374,14,SW Isles of Scilly WaveNet Site,07/01/2018 09:00,6.5,NaN,NaN,3.76,NaN,NaN,survey,swell,unknown
375,14,SW Isles of Scilly WaveNet Site,07/01/2018 09:30,6.3,NaN,NaN,3.71,NaN,NaN,survey,swell,unknown
376,14,SW Isles of Scilly WaveNet Site,07/01/2018 10:00,6.3,NaN,NaN,3.51,NaN,NaN,survey,swell,unknown
377,14,SW Isles of Scilly WaveNet Site,07/01/2018 10:30,6.3,NaN,NaN,3.95,NaN,NaN,survey,swell,unknown
378,14,SW Isles of Scilly WaveNet Site,07/01/2018 11:00,6.3,NaN,NaN,3.59,NaN,NaN,survey,swell,unknown
379,14,SW Isles of Scilly WaveNet Site,07/01/2018 11:30,6.6,NaN,NaN,3.89,NaN,NaN,survey,swell,unknown
380,14,SW Isles of Scilly WaveNet Site,07/01/2018 12:00,6.5,NaN,NaN,3.82,NaN,NaN,survey,swell,unknown
381,14,SW Isles of Scilly WaveNet Site,07/01/2018 12:30,6.2,NaN,NaN,3.51,NaN,NaN,survey,swell,unknown
382,14,SW Isles of Scilly WaveNet Site,07/01/2018 13:00,6.3,NaN,NaN,3.59,NaN,NaN,survey,swell,unknown
383,14,SW Isles of Scilly WaveNet Site,07/01/2018 13:30,6.3,NaN,NaN,3.48,NaN,NaN,survey,swell,unknown
384,14,SW Isles of Scilly WaveNet Site,07/01/2018 14:00,6.5,NaN,NaN,3.66,NaN,NaN,survey,swell,unknown
385,14,SW Isles of Scilly WaveNet Site,07/01/2018 14:30,6.3,NaN,NaN,3.37,NaN,NaN,survey,swell,unknown
386,14,SW Isles of Scilly WaveNet Site,07/01/2018 15:00,6.7,NaN,NaN,3.74,NaN,NaN,survey,swell,unknown
387,14,SW Isles of Scilly WaveNet Site,07/01/2018 15:30,6.7,NaN,NaN,3.68,NaN,NaN,survey,swell,unknown
388,14,SW Isles of Scilly WaveNet Site,07/01/2018 16:00,6.6,NaN,NaN,3.54,NaN,NaN,survey,swell,unknown
389,14,SW Isles of Scilly WaveNet Site,07/01/2018 16:30,6.8,NaN,NaN,3.66,NaN,NaN,survey,swell,unknown
390,14,SW Isles of Scilly WaveNet Site,07/01/2018 17:00,6.7,NaN,NaN,3.59,NaN,NaN,survey,swell,unknown
391,14,SW Isles of Scilly WaveNet Site,07/01/2018 17:30,6.8,NaN,NaN,3.65,NaN,NaN,survey,swell,unknown
392,14,SW Isles of Scilly WaveNet Site,07/01/2018 18:00,6.8,NaN,NaN,3.53,NaN,NaN,survey,swell,unknown
393,14,SW Isles of Scilly WaveNet Site,07/01/2018 18:30,6.6,NaN,NaN,3.35,NaN,NaN,survey,swell,unknown
394,14,SW Isles of Scilly WaveNet Site,07/01/2018 19:00,6.9,NaN,NaN,3.54,NaN,NaN,survey,swell,unknown
395,14,SW Isles of Scilly WaveNet Site,07/01/2018 19:30,6.8,NaN,NaN,3.67,NaN,NaN,survey,swell,unknown
396,14,SW Isles of Scilly WaveNet Site,07/01/2018 20:00,6.8,NaN,NaN,3.4,NaN,NaN,survey,swell,unknown
397,14,SW Isles of Scilly WaveNet Site,07/01/2018 20:30,6.9,NaN,NaN,3.58,NaN,NaN,survey,swell,unknown
398,14,SW Isles of Scilly WaveNet Site,07/01/2018 21:00,7,NaN,NaN,3.63,NaN,NaN,survey,swell,unknown
399,14,SW Isles of Scilly WaveNet Site,07/01/2018 21:30,7.1,NaN,NaN,4,NaN,NaN,survey,swell,unknown
400,14,SW Isles of Scilly WaveNet Site,07/01/2018 22:00,6.9,NaN,NaN,3.55,NaN,NaN,survey,swell,unknown
401,14,SW Isles of Scilly WaveNet Site,07/01/2018 22:30,6.8,NaN,NaN,3.53,NaN,NaN,survey,swell,unknown
402,14,SW Isles of Scilly WaveNet Site,07/01/2018 23:00,6.7,NaN,NaN,3.51,NaN,NaN,survey,swell,unknown
403,14,SW Isles of Scilly WaveNet Site,07/01/2018 23:30,7,NaN,NaN,4.07,NaN,NaN,no go,swell,unknown
404,14,SW Isles of Scilly WaveNet Site,08/01/2018 00:00,6.6,NaN,NaN,3.77,NaN,NaN,survey,swell,unknown
405,14,SW Isles of Scilly WaveNet Site,08/01/2018 00:30,6.9,NaN,NaN,3.84,NaN,NaN,survey,swell,unknown
406,14,SW Isles of Scilly WaveNet Site,08/01/2018 01:00,6.9,NaN,NaN,3.91,NaN,NaN,survey,swell,unknown
407,14,SW Isles of Scilly WaveNet Site,08/01/2018 01:30,6.8,NaN,NaN,3.94,NaN,NaN,survey,swell,unknown
408,14,SW Isles of Scilly WaveNet Site,08/01/2018 02:00,6.8,NaN,NaN,3.8,NaN,NaN,survey,swell,unknown
409,14,SW Isles of Scilly WaveNet Site,08/01/2018 02:30,6.8,NaN,NaN,4.11,NaN,NaN,no go,swell,unknown
410,14,SW Isles of Scilly WaveNet Site,08/01/2018 03:00,6.5,NaN,NaN,3.53,NaN,NaN,survey,swell,unknown
411,14,SW Isles of Scilly WaveNet Site,08/01/2018 03:30,6.3,NaN,NaN,3.35,NaN,NaN,survey,swell,unknown
412,14,SW Isles of Scilly WaveNet Site,08/01/2018 04:00,6.6,NaN,NaN,3.57,NaN,NaN,survey,swell,unknown
413,14,SW Isles of Scilly WaveNet Site,08/01/2018 04:30,6.6,NaN,NaN,3.53,NaN,NaN,survey,swell,unknown
414,14,SW Isles of Scilly WaveNet Site,08/01/2018 05:00,6.8,NaN,NaN,3.59,NaN,NaN,survey,swell,unknown
415,14,SW Isles of Scilly WaveNet Site,08/01/2018 05:30,6.5,NaN,NaN,3.19,NaN,NaN,survey,swell,unknown
416,14,SW Isles of Scilly WaveNet Site,08/01/2018 06:00,6.5,NaN,NaN,3.15,NaN,NaN,survey,swell,unknown
417,14,SW Isles of Scilly WaveNet Site,08/01/2018 06:30,6.5,NaN,NaN,3.25,NaN,NaN,survey,swell,unknown
418,14,SW Isles of Scilly WaveNet Site,08/01/2018 07:00,6.2,NaN,NaN,2.8,NaN,NaN,crew,swell,unknown
419,14,SW Isles of Scilly WaveNet Site,08/01/2018 07:30,6.3,NaN,NaN,3.12,NaN,NaN,survey,swell,unknown
